IDT_AC;REF_CTR_INN;NUM_FOL_XTR;DAT_CRE_MVT_CPB;NUM_ORD_MVT_CPB;COD_LNG_RIU;LIB_OPE_INL_1;LIB_OPE_INL_2;LIB_OPE_INL_3;LIB_OPE_INL_4
65500107181;"0090088071880";"11004";2026-05-08;"00003";"NL";"Domiciliëringsopdracht voor";"SEPA HYGEA";"BBA";""
65500107181;"0090088071880";"11004";2026-05-08;"00004";"NL";"Overschrijving van";"BLAIS BIPUJDRTILI";"LOON 04/2026(3317)-38";""
65500107186;"0090088071973";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AC KFADDUT-N";"BIJDRAGEN AC - MANDAAT: 6007081775";""
65500107227;"0090088074079";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500107245;"0090088078051";"11004";2026-04-27;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA 2B RECYCL";"007635516861";""
65500107245;"0090088078051";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA NETTO ALIX";"ACCOUNT: 100473942 REF : 3131239345";""
65500107345;"0090088079429";"11003";2026-04-27;"00001";"FR";"Virement de";"MME MARLE";"02911-25-26117612014387";""
65500107741;"0090088084361";"11005";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500107781;"0090088085802";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500107781;"0090088085802";"11004";2026-05-08;"00002";"FR";"Virement de";"MUTUALITE NHFUDIULL";"20260506001018000-04630000010605001";""
65500107850;"0090088091619";"11004";2026-05-08;"00001";"NL";"Overschrijving van";"ARTHUS C";"20260410060921-4138";""
65500107867;"0090088094084";"11004";2026-05-08;"00001";"FR";"Virement de";"SASHA";"169588834435337519490";""
65500107872;"0090088087642";"10002";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500107884;"0090088090160";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA CHAR";"0106243419851002026-05-082026045857";""
65500107916;"0090088095068";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500108167;"0090088096227";"11004";2026-05-08;"00001";"FR";"Remboursement impayé 12/2025";"109302489889 AMO";"";""
65500108177;"0090088098743";"11004";2026-04-27;"00001";"FR";"Virement de";"PICHE GADAOTID";"5090424B193";""
65500108177;"0090088098743";"11004";2026-04-27;"00002";"FR";"Virement de";"PICHE GADAOTID";"5090424B271";""
65500108177;"0090088098743";"11004";2026-04-27;"00003";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000583623";""
65500108265;"0090088099589";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"ZIEKENFONDSBIJDRAGEN 0810210866342";""
65500109358;"0090087965871";"11004";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA TCFM S";"LUMINUS VOORSCHOT 5394543325";""
65500109521;"0090087968334";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"COTISATIONS MUTUALISTES 08300047913";""
65500109702;"0090087971040";"11005";2026-05-08;"00001";"FR";"Remboursement impayé 03/2026";"950039975449 AMO";"";""
65500109957;"0090087978051";"11004";2026-04-27;"00001";"FR";"Virement de";"DODUTTID";"581309-2026-04-21/11:36:36.280-20";""
65500109994;"0090087981939";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"NHFIDDUTIBRU GADAOTIDUI";"88582065";""
65500110008;"0090087982181";"11004";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA HYGEA";"BBA";""
65500110008;"0090087982181";"11004";2026-05-08;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA HYGEA";"BBA";""
65500110008;"0090087982181";"11004";2026-05-08;"00003";"NL";"Overschrijving van";"ARTHUS HUAR";"02911-25-26128412007220";""
65500110100;"0090087984718";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"DDOSDKUDDAAF VA";"0020/1/B7292/999";""
65500110146;"0090087983971";"11005";2026-05-08;"00001";"FR";"Virement de";"BATTIS";"814695/1/1/18";""
65500110146;"0090087983971";"11005";2026-05-08;"00002";"FR";"Virement de";"EDEL SR";"00104389-20260508-09H32-0612-00009";""
65500110239;"0090087991463";"11004";2026-05-08;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26128222009988";""
65500110287;"0090087994094";"10001";2026-01-02;"00001";"NL";"Getrouwheidspremie";"953051803726";"";""
65500110287;"0090087994094";"10001";2026-01-05;"00001";"NL";"Creditrente";"";"";""
65500110287;"0090087994094";"10002";2026-04-01;"00001";"NL";"Getrouwheidspremie";"953051803726";"";""
65500110307;"0090087989724";"11004";2026-05-08;"00001";"NL";"Overschrijving van";"IZIWORK";"02911-25-26128222009621";""
65500110307;"0090087989724";"11004";2026-05-08;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA INDO+ ULUFVI";"FACTUUR NR 23776133";""
65500110327;"0090087992313";"11004";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA 3DI SAR";"POL. 212204808   /999";""
65500110406;"0090087998492";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500110406;"0090087998492";"11004";2026-04-27;"00002";"FR";"Virement de";"AA CAMILLE";"2144";""
65500110463;"0090087993875";"10012";2025-12-03;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-25337622020400";""
65500110463;"0090087993875";"10012";2025-12-04;"00001";"NL";"Debetrente";"";"";""
65500110463;"0090087993875";"10012";2025-12-15;"00001";"NL";"Rechtzetting debetrente";"";"";""
65500110463;"0090087993875";"10012";2025-12-15;"00002";"NL";"Rechtzetting debetrente";"";"";""
65500110463;"0090087993875";"10012";2025-12-15;"00003";"NL";"Rechtzetting debetrente";"";"";""
65500110463;"0090087993875";"10012";2025-12-19;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-25353622002852";""
65500110463;"0090087993875";"11001";2026-01-05;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-26005762037110";""
65500110463;"0090087993875";"11001";2026-01-05;"00002";"NL";"Debetrente";"";"";""
65500110463;"0090087993875";"11001";2026-01-07;"00001";"NL";"Maand.kosten verz briefwisseling";"";"";""
65500110463;"0090087993875";"11001";2026-01-19;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-26019612013408";""
65500110463;"0090087993875";"11002";2026-02-03;"00001";"NL";"Debetrente";"";"";""
65500110463;"0090087993875";"11002";2026-02-23;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-26054612012896";""
65500110463;"0090087993875";"11002";2026-03-02;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-26061622006470";""
65500110463;"0090087993875";"11003";2026-03-03;"00001";"NL";"Debetrente";"";"";""
65500110463;"0090087993875";"11003";2026-03-04;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500110463;"0090087993875";"11004";2026-04-02;"00001";"NL";"Debetrente";"";"";""
65500110463;"0090087993875";"11004";2026-04-03;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500110463;"0090087993875";"11004";2026-04-20;"00001";"NL";"Overschrijving van";"RILDOKIT-HUFDNHUTSU";"02911-25-26110612016526";""
65500110463;"0090087993875";"11005";2026-05-05;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500110463;"0090087993875";"11005";2026-05-07;"00001";"NL";"Debetrente";"";"";""
65500110685;"0090088004834";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"VIUS HATQGISSUTU";"57812860508105025502356001155";""
65500110876;"0090088009609";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA TCFM S";"LUMINUS ACOMPTE 3994462088";""
65500110921;"0090088019360";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA TCFM S";"LUMINUS ACOMPTE 6088212598";""
65500110966;"0090088019294";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA PARENT ILDAFOLN";"IDENTIFIANT: +++397/7708/80425+++ D";""
65500110966;"0090088019294";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 7359064 - 05/2";""
65500110966;"0090088019294";"11004";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 9228130 - 05/2";""
65500111083;"0090088020442";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA CHAR";"0106218530651042026-04-272026040000";""
65500111083;"0090088020442";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA CHAR";"0106218909291042026-05-082026050000";""
65500111116;"0090088027817";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ALIX NILDAGU";"SCF 402369074";""
65500111180;"0090088034998";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2153574063// 6833366380";""
65500111240;"0090088031347";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA NTILINTICLD LOU";"28-T-1109951";""
65500111240;"0090088031347";"11005";2026-05-08;"00001";"FR";"Virement de";"HOUDULSILNR-HOLSULUARUF";"02911-25-26128412006875";""
65500111304;"0090088040064";"11005";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA IN B";"FACTURE NO 226103562";""
65500111321;"0090088038114";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY ILOJHOLRUTI";"DENTALIA 0812604977094";""
65500111327;"0090088033690";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AC KFADDUT-N";"BIJDRAGEN AC - MANDAAT: 6006745713";""
65500111352;"0090088043252";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000700657";""
65500111356;"0090088038247";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AC KFADDUT-N";"BIJDRAGEN AC - MANDAAT: 95391383231";""
65500111366;"0090088038653";"11004";2026-04-27;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY KUT";"BEOBANK WONINGVERZEKERING JG8514418";""
65500111366;"0090088038653";"11004";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA 2B RECYCL";"007636044720";""
65500111376;"0090088039315";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA LORENTTE A";"BBA";""
65500111419;"0090088036763";"11004";2026-04-27;"00001";"FR";"Virement de";"AA CAMILLE";"5889";""
65500111443;"0090088041963";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA TOURAINE THAI";"COTISATIONS FGTB ALIMENTATION - MAN";""
65500111561;"0090088043645";"11004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500111633;"0090088047880";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2211092247/ 707933148918/ 50048";""
65500111771;"0090088051262";"11004";2026-05-08;"00001";"FR";"Virement de";"MY EDE";"F31B7C863CFA4C7B96053D634429B567";""
65500111962;"0090087838074";"11004";2026-04-27;"00001";"FR";"Virement de";"I.L.U.";"1785";""
65500112101;"0090087690973";"11004";2026-04-27;"00001";"FR";"Virement de";"LA GADAOTID";"2160424A883";""
65500112101;"0090087690973";"11005";2026-05-08;"00001";"FR";"Virement de";"M. CAMIL";"02911-25-26128412012847";""
65500112118;"0090087682366";"11004";2026-04-27;"00001";"FR";"Virement de";"CROTEAU KU";"202611346009228XX000000000000010";""
65500112118;"0090087682366";"11004";2026-05-08;"00001";"FR";"Virement de";"CROTEAU KU";"202612646009228XX000000000000015";""
65500112130;"0090087692645";"11004";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA KOTIIDU KUTVIA";"POL.1B96134 VERV.05/05/26 9870";""
65500112130;"0090087692645";"11004";2026-05-08;"00002";"NL";"Overschrijving van";"AG ILDAFOLN";"33128886";""
65500112130;"0090087692645";"11004";2026-05-08;"00003";"NL";"Overschrijving van";"CHARLIE KU";"103414100142/6040";""
65500112194;"0090087700617";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MA";"2026/VKXF/26100924 - 26100924 KL029";""
65500112209;"0090087696653";"11004";2026-04-27;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY KUT";"UL POL.:000011815";""
65500112268;"0090087699205";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"MA";"00014507 CR SALDO";""
65500112268;"0090087699205";"11005";2026-05-08;"00002";"NL";"Overschrijving van";"MA";"00030975 CR SALDO";""
65500112268;"0090087699205";"11005";2026-05-08;"00003";"NL";"Overschrijving van";"MA";"00065573 CR SALDO";""
65500112268;"0090087699205";"11005";2026-05-08;"00004";"NL";"Overschrijving van";"AG ILDAFOLN";"33128473";""
65500112268;"0090087699205";"11005";2026-05-08;"00005";"NL";"Overschrijving van";"CHARLIE KU";"103414100142/3916";""
65500112381;"0090087706065";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2205783538/ 709854196900/ 63476";""
65500112418;"0090087717869";"11004";2026-05-08;"00001";"FR";"Virement de";"PICHE GADAOTID";"5090507Y483";""
65500112489;"0090087721065";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2209797155/ 708493491502/ 62906";""
65500112489;"0090087721065";"11004";2026-04-27;"00002";"FR";"BEOBANK BELGIUM";"";"";""
65500112489;"0090087721065";"11004";2026-04-27;"00003";"FR";"Virement de";"AA CAMILLE";"713";""
65500112748;"0090087737647";"11004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500112801;"0090087743033";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500112825;"0090087741074";"11004";2026-04-27;"00001";"FR";"Virement de";"ALIX";"7381960427105034487574011495";""
65500112863;"0090087746803";"11017";2026-05-08;"00001";"NL";"Overschrijving van";"O.K.H.H. LOU";"BENE33302026050861/99/698415537";""
65500113102;"0090087740020";"11004";2026-04-27;"00001";"FR";"Virement de";"M. JAMES";"02911-25-26117612013302";""
65500113157;"0090087756410";"11004";2026-04-27;"00001";"FR";"Virement de";"LA CENTRAL";"019D8B9BA8E0418BA544159F1C0731FC";""
65500113157;"0090087756410";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AC KFADDUT-N";"BIJDRAGEN AC - MANDAAT: 6000796377";""
65500113157;"0090087756410";"11005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2153783162/ 709694072080/ 51477";""
65500113312;"0090087765823";"11004";2026-04-27;"00001";"FR";"Virement de";"AA MENARD";"1027";""
65500113312;"0090087765823";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MOREAU F";"0208508235 05/2026";""
65500113325;"0090087764408";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"AA C.-HTOOLSUFU";"49";""
65500113325;"0090087764408";"11005";2026-05-08;"00002";"NL";"Overschrijving van";"AA C.-HTOOLSUFU";"440";""
65500113371;"0090087774438";"11005";2026-05-08;"00001";"FR";"Virements du 07/05/26";"307619/BE-1-20260507-1";"";""
65500113371;"0090087774438";"11005";2026-05-08;"00002";"FR";"REJ LOU KI        COORDONNEES B";"";"";""
65500113519;"0090087770652";"11004";2026-04-27;"00001";"FR";"Virement de";"ZUCKIDS";"26704865492026";""
65500113735;"0090087797820";"11004";2026-04-27;"00001";"FR";"Virement de";"ARCOFA N";"106956194179";""
65500113735;"0090087797820";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2208977015/ 709373885059/ 62335";""
65500113903;"0090087801660";"11004";2026-04-27;"00001";"FR";"Virement de";"AA CAMILLE";"7165";""
65500113903;"0090087801660";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000006530997";""
65500113905;"0090087802954";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 4287115 - DE 0";""
65500113905;"0090087802954";"11005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 4512798 - DE 0";""
65500113925;"0090087800383";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA 3DI P";"TOTALENERGIES PG BELGIUM SA-E201838";""
65500113969;"0090087801802";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA KYLE QUDFITUA";"/INV/BEB2321590 15.4.2026";""
65500113982;"0090087807311";"11004";2026-04-27;"00001";"NL";"Overschrijving van";"OJ-TIVI B";"27/04/2026-14514-B-2026-785";""
65500114095;"0090087799313";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA VENCOREX KUTVIA";"28-04-2026 / 25-05-2026";""
65500114156;"0090087810995";"11004";2026-04-27;"00001";"FR";"Virement de";"LOUISE KUTV";"1AL1388-03-1744801-2611710212171788";""
65500114182;"0090087813151";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA VENCOREX KUTVIA";"27-04-2026 / 24-05-2026";""
65500114244;"0090087817665";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA PARENT ILDAFOLN";"IDENTIFIANT: +++394/4382/10201+++ D";""
65500114300;"0090087817079";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA TPLT ODDAFOLN";"PRIME D.D. 25.04.2026 MIXED ( BCVI0";""
65500114300;"0090087817079";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA TPLT ODDAFOLN";"PRIME D.D. 25.04.2026 MIXED ( BCVI0";""
65500114304;"0090087821338";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA 3DI P";"TOTALENERGIES PG BELGIUM SA-E242346";""
65500114304;"0090087821338";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA 3DI P";"TOTALENERGIES PG BELGIUM SA-E242346";""
65500114304;"0090087821338";"11004";2026-04-27;"00003";"FR";"Domiciliation pour";"SEPA D.C.S.U. DINIUD";"CL1003285721CC100004288999";""
65500114387;"0090087823343";"11004";2026-04-27;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA NETTO B";"ACCOUNT: 115872178 REF : 3130287754";""
65500114440;"0090087829740";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"ACCIDENTS DE LA VIE PRIVEE PM200077";""
65500114553;"0090087831619";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA DUTU-DUNIAFD";"";""
65500114553;"0090087831619";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"DOMICILIATION 1013072741-CLIENT VOO";""
65500114598;"0090087832996";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000005088142";""
65500115080;"0090087839190";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY S'IUDUFU";"BBA";""
65500115136;"0090087850717";"11004";2026-04-27;"00001";"FR";"Virement de";"CROTEAU KU";"202611342013642XX000000000000001";""
65500115136;"0090087850717";"11004";2026-04-27;"00002";"FR";"Virement de";"DAN CARLA";"02911-25-26117422008490";""
65500115155;"0090087851539";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA THAIS";"BBA";""
65500115155;"0090087851539";"11005";2026-05-08;"00002";"NL";"Overschrijving van";"LIVIO";"7037714174466988040";""
65500115202;"0090087856030";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA LAPO";"IDENTIFIANT: +++900/1300/88937+++ D";""
65500115203;"0090087852236";"10012";2025-12-02;"00001";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"10012";2025-12-02;"00002";"NL";"Len verv 22861 109302654890";"22861 109302654890 AMO";"";""
65500115203;"0090087852236";"10012";2025-12-02;"00003";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115203;"0090087852236";"10012";2025-12-04;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500115203;"0090087852236";"10012";2025-12-10;"00001";"NL";"Kosten medetitularis/mandataris";"";"";""
65500115203;"0090087852236";"10012";2025-12-16;"00001";"NL";"Overschrijving van";"M. ERWAN";"177113491";""
65500115203;"0090087852236";"10012";2025-12-19;"00001";"NL";"Overschrijving van";"M. ERWAN";"02911-25-25353412021684";""
65500115203;"0090087852236";"10012";2025-12-31;"00001";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"10012";2025-12-31;"00002";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115203;"0090087852236";"11001";2026-01-02;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA SAMUEL N";"SOLDE PH NUM 827-6922856-38/0000799";""
65500115203;"0090087852236";"11001";2026-01-06;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500115203;"0090087852236";"11001";2026-01-06;"00002";"NL";"Terugbetaling achterstand 12/2025";"109302654890 AMO";"";""
65500115203;"0090087852236";"11001";2026-01-07;"00001";"NL";"Kosten koffer type A";"";"";""
65500115203;"0090087852236";"11001";2026-01-09;"00001";"NL";"Kosten medetitularis/mandataris";"";"";""
65500115203;"0090087852236";"11001";2026-01-14;"00001";"NL";"Herinneringskosten";"";"";""
65500115203;"0090087852236";"11001";2026-01-28;"00001";"NL";"Overschrijving van";"SERVICE CORMI";"131800565";""
65500115203;"0090087852236";"11001";2026-01-29;"00001";"NL";"Terugbetaling achterstand 12/2025";"109302654890 AMO";"";""
65500115203;"0090087852236";"11001";2026-01-30;"00001";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"11001";2026-01-30;"00002";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115203;"0090087852236";"11001";2026-01-30;"00003";"NL";"Len verv 22861 109302654890";"22861 109302654890 AMO";"";""
65500115203;"0090087852236";"11001";2026-01-30;"00004";"NL";"Terugbetaling achterstand 12/2025";"109302654890 AMO";"";""
65500115203;"0090087852236";"11002";2026-02-03;"00001";"NL";"Overschrijdingsinteresten";"";"";""
65500115203;"0090087852236";"11002";2026-02-04;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500115203;"0090087852236";"11002";2026-02-04;"00002";"NL";"Overschrijving van";"RIFJILU N";"KORFINE0-12229221  AYANDE BADARA";""
65500115203;"0090087852236";"11002";2026-02-10;"00001";"NL";"Kosten medetitularis/mandataris";"";"";""
65500115203;"0090087852236";"11002";2026-02-27;"00001";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"11002";2026-02-27;"00002";"NL";"Len verv 22861 109302654890";"22861 109302654890 AMO";"";""
65500115203;"0090087852236";"11002";2026-02-27;"00003";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115203;"0090087852236";"11003";2026-03-02;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA SAMUEL N";"SOLDE PH NUM 827-6922856-38/0000803";""
65500115203;"0090087852236";"11003";2026-03-04;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500115203;"0090087852236";"11003";2026-03-09;"00001";"NL";"Kosten medetitularis/mandataris";"";"";""
65500115203;"0090087852236";"11003";2026-03-31;"00001";"NL";"Len verv 22861 109302654890";"22861 109302654890 AMO";"";""
65500115203;"0090087852236";"11003";2026-03-31;"00002";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"11003";2026-03-31;"00003";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115203;"0090087852236";"11004";2026-04-01;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA SAMUEL N";"SOLDE PH NUM 827-6922856-38/0000804";""
65500115203;"0090087852236";"11004";2026-04-03;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500115203;"0090087852236";"11004";2026-04-08;"00001";"NL";"Kosten medetitularis/mandataris";"";"";""
65500115203;"0090087852236";"11004";2026-04-28;"00001";"NL";"Overschrijving van";"SERVICE CORMI";"PAYBACK1843581";""
65500115203;"0090087852236";"11004";2026-04-30;"00001";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"11004";2026-04-30;"00002";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115203;"0090087852236";"11004";2026-04-30;"00003";"NL";"Len verv 22861 109302654890";"22861 109302654890 AMO";"";""
65500115203;"0090087852236";"11005";2026-05-04;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA SAMUEL N";"SOLDE PH NUM 827-6922856-38/0000806";""
65500115203;"0090087852236";"11005";2026-05-05;"00001";"NL";"Maand.kosten debetkaart";"(BTW inb.)";"";""
65500115203;"0090087852236";"11005";2026-05-11;"00001";"NL";"Kosten medetitularis/mandataris";"";"";""
65500115203;"0090087852236";"11005";2026-05-18;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY KUT";"POLICE :000615901";""
65500115203;"0090087852236";"11005";2026-05-18;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY KUT";"POLICE :000615902";""
65500115203;"0090087852236";"11005";2026-05-29;"00001";"NL";"Len verv 22861 109302654890";"22861 109302654890 AMO";"";""
65500115203;"0090087852236";"11005";2026-05-29;"00002";"NL";"Len verv 22861 950034781097";"22861 950034781097 AMO";"";""
65500115203;"0090087852236";"11005";2026-05-29;"00003";"NL";"Len verv 22861 950038882783";"22861 950038882783 AMO";"";""
65500115269;"0090087860634";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"OUSMANE OVITID";"1 20260506 17 168471";""
65500115420;"0090087867081";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"UL POL.:000037157";""
65500115420;"0090087867081";"11005";2026-05-08;"00001";"FR";"Virement de";"BANQUE NATIONAL";"1NB0001-30-0292601-2612810052774346";""
65500115501;"0090087864524";"11004";2026-04-27;"00001";"FR";"Virement de";"SWANN KULUTA";"C91726BANQUEV";""
65500115646;"0090087872860";"10002";2025-12-10;"00001";"NL";"Maandelijkse forfait (BTW inb.)";"";"";""
65500115646;"0090087872860";"11001";2026-01-05;"00001";"NL";"Overschrijdingsinteresten";"";"";""
65500115646;"0090087872860";"11002";2026-01-21;"00001";"NL";"Herinneringskosten";"";"";""
65500115646;"0090087872860";"11002";2026-02-03;"00001";"NL";"Overschrijdingsinteresten";"";"";""
65500115646;"0090087872860";"11003";2026-02-24;"00001";"NL";"Herinneringskosten";"";"";""
65500115646;"0090087872860";"11003";2026-03-03;"00001";"NL";"Overschrijdingsinteresten";"";"";""
65500115646;"0090087872860";"11004";2026-04-02;"00001";"NL";"Overschrijdingsinteresten";"";"";""
65500115646;"0090087872860";"11004";2026-04-09;"00001";"NL";"Overschrijdingsinteresten";"";"";""
65500115646;"0090087872860";"11004";2026-04-09;"00002";"NL";"Schade vergoeding";"";"";""
65500115646;"0090087872860";"11005";2026-04-15;"00001";"NL";"Gebruik INDFOC 953018423497";"";"";""
65500115646;"0090087872860";"11005";2026-04-15;"00002";"NL";"Def verlies";"";"";""
